gene1,gene2,gene3,gene4,gene5,proteinA,adenocarcinoma
-11.283912162946102,,0.371666365218919,-617.3819623804012,-64915.70692446661,absent,1
-6.919597401501062,1298.6280157247695,0.4528367799603265,-128.8507919816839,1213.5596424877342,present,1
-0.8005259382749852,698.1304584083584,-0.9080262725710748,-28.171245850095488,1594.4650000913266,present,0
-18.722742011237774,1094.6284596507974,0.45864073239440395,191.2730617415543,-134.88703254494015,present,0
-8.66070103220707,,1.1490662422319176,-305.64904181510025,-577.2025454931572,present,1
-4.500835795591222,1144.625894353562,0.5871225468036511,-76.04187383322909,1094.7819307032296,present,0
-15.350783683331493,2150.1310522701847,-0.8200039076779777,-5.27713374442913,2614.501281716301,present,1
-5.6700626982180475,,1.0557247635862184,99.3033493438868,615.2978715177107,absent,0
-3.4480975964198386,944.3050869906875,0.6410493364285945,-313.42701661306955,832.1158512061714,absent,1
-5.325536955548258,,-1.471101918550079,180.67733372444042,1552.1937904228926,present,0
-7.329682882641758,995.8303123860593,1.2977315253153632,-184.2918800244973,186.2820303205777,absent,1
-5.564534841506855,1920.0092390848745,-0.2353279119411118,-310.6914332632128,2739.0906030568553,present,1
-10.43852789492041,2080.768308122429,-0.008933218649437523,-503.6489121934089,2440.7300427184337,absent,1
-10.22302542673924,,0.2713075070970876,-140.22734373552117,318.4046384780097,absent,0
-1.6171587923478192,1147.635193254747,-0.2966632526817033,-41.83540569634511,1878.121486652132,absent,0
-11.0547967929708,1350.2216350467527,1.7578662216401082,179.37773647048303,157.2873447520243,present,1
-5.560953680643951,1618.5268926007095,0.37509149655835977,64.10616337848715,1890.1624077535184,present,1
-5.734062585138988,,1.2093550623072429,105.9593072047339,10.509675306664137,absent,1
-9.193359783743912,,-0.3122695944270113,-115.4499199895784,2363.0886527852813,present,1
-3.0424230600994884,752.0109717926288,0.8441863090514478,267.3875128540344,437.06278806133406,present,1
-9.641950318132707,1420.8650683480191,0.94423231910692,-430.83022794751093,880.1452081979975,absent,1
-10.056172013547783,1204.1364322948946,1.6187371369547954,535.8168598815141,92.63251688068974,present,1
-4.27053937203721,951.5680314094926,0.9590976507576856,-352.6259568126802,582.1631223790797,absent,1
-9.658889587411544,1254.6866167848093,0.9204527432409976,125.31478907802445,626.5434168903947,present,0
-6.807263184480661,1404.0129143003064,0.3560426466741912,161.0499408626471,1450.2143526648224,absent,1
-9.706228729320564,,-0.3542015295708781,-162.75953492840026,1116.633548228263,absent,1
-11.62658123546995,248.08173573290168,-1.1614219935222472,-427.6162844352482,91.23726395075936,present,0
-8.508989259411214,437.70110454066656,1.4426664928326491,-44.61347462579688,-897.0344076176082,absent,1
-8.333380059804835,,1.4734652732551548,468.35680252742105,-316.22754461505775,present,1
-10.047295543155423,1807.4447435094048,0.5303806593670936,268.68737797511784,1713.0015741040381,present,1
-7.1731745979660895,1427.8135618920007,-0.2551242196595682,-389.5901177526602,1823.1976751055645,present,1
-8.253879747852908,1600.1380951321546,1.1360588280799593,161.46306401691152,1172.2473904758742,absent,1
-9.415034359334962,2637.3503610574185,-0.4986695835412727,-24.290920566812442,3714.832371392188,present,1
-18.158104712330122,1606.133067772844,1.3475099025018111,16.244151000094295,-63667.77089343249,absent,1
-0.19212829137287726,1376.488607872291,0.7427842163662881,80.79834938693004,1744.7546773627414,absent,1
-10.691217895610208,1813.0458431791503,0.1336380145783559,-490.7779484664534,-63033.63788485384,present,1
-9.55768801973936,402.5752332295992,-1.0695020696945146,94.7662121269528,462.2250094303012,present,0
-6.337165644334147,1072.921479033378,-0.02815913598304098,195.7670437662232,1190.3167303097034,absent,1
-14.249537718092661,,0.5654433891293087,-710.207603436251,-63694.43619985669,present,0
-9.957870525555068,786.3672109303853,1.5099144680393732,208.9330327699714,-503.36707710060114,absent,1
-9.349500739475122,750.8188052026483,1.7724589916798559,655.9979606524706,-665.2780508998859,absent,1
-11.622921884515526,,0.7999738978464784,679.8981551054285,1081.201519439591,present,1
-7.302799117994063,1019.0162485050636,1.0809034976942744,18.910385836970185,-59760.73850412403,present,1
-16.353732565791947,,-1.1250377826134557,225.90997962719968,-1091.8929960226656,absent,0
-12.103384637532336,,-1.5408559402178428,-335.19519206119526,-416.38037749212066,present,0
-1.3855206024595124,,-0.2011781140318933,-15.961791198240794,2819.5511110007114,present,1
2.926367909297427,681.08406003229,-1.5078611535709292,560.6399802841217,2248.1506550867,present,0
-7.6383984453112665,991.6291717608244,0.6750020211669845,-229.88423982882145,526.2408016334733,absent,1
-8.458653633296464,948.2847873537404,1.6054083526066967,119.8142222974069,-171.75122358540506,absent,1
-10.832078846368884,,1.4731324281502314,-309.9601638083256,620.7914621637735,absent,1
-6.907743684202651,690.7046298539883,1.6644011965213816,327.696188174872,-486.28142055614944,absent,1
-7.604301334104494,1633.2491803391492,0.4984368076581142,-90.9426915367132,1663.5946321707167,present,1
-17.951882514485096,-235.96622116826262,-1.1565202944627475,329.7661443168796,-1233.1803083165535,absent,0
-8.337103545228642,1413.491890846104,0.19388831156444752,312.93429133667826,-47924.59614974975,absent,1
-7.153174720520737,1709.717290113984,0.19485192654225653,-60.189456572381104,2007.080438098099,absent,0
-3.00047612315306,1121.9262863789888,-0.4144253453522628,-205.364692443194,1788.2033215429822,present,0
-9.403306315986876,1155.149636637891,0.036380331663172234,-230.30891135256002,1019.0102919316259,present,1
-6.992334519207804,1007.1787616874074,0.7281508353722164,-442.9985716491392,575.0245507370566,absent,1
-5.877909158210528,1234.9149902084864,-0.2332982730515349,-548.3441841937414,1612.5903463565835,absent,1
-11.264717439653227,2180.3733974863417,0.1143539932913813,397.4698052539173,2455.2421442581744,present,1
-6.338791820312822,1226.8475043203355,1.0822186219916998,-217.31113485498108,771.2745441589537,absent,1
-5.0801965019640205,868.2679920793619,-1.0084212666418462,69.90317212249421,-59589.479389112,absent,0
-6.067806511723172,274.5058993041353,1.9175325216099428,-630.3572050207258,-1232.789023084307,present,1
-5.133895053800563,,0.4493305383558389,-290.5408170940474,444.2714670877266,absent,1
-10.999138144344661,364.011302294702,-0.975874512039298,193.00948003200298,219.96041781234445,present,0
-8.891718775468643,,-0.057034046901602624,214.24331212277042,540.8332387968779,absent,0
-12.643377370319445,1525.4185606632354,0.6579878625266684,81.17324087305242,960.4993902924272,absent,1
-5.776174976820783,791.6750631222225,1.2986958805666085,-158.53084904230386,-7.592689130648145,absent,1
-9.044128574840624,1025.0848691452672,1.5227379324646182,196.09478506599686,-46046.21339862013,present,1
-12.129130248490267,254.8170752319816,-0.9902867939177528,-400.30746614347976,-43.900208727912464,present,0
-3.0750747136842103,,0.5762950312182246,-736.9028212017364,1395.6959732928608,absent,1
-5.327041649757437,960.9124902620301,1.002858701265004,57.2119671149325,479.7926907080434,absent,0
-6.6285513910180045,1074.1569650199692,1.5187069341701207,392.5470223808472,239.8414591472021,present,1
-4.0485680228670615,1560.7656219581977,0.15006193614685534,145.50947730864013,-51230.840025135076,absent,1
-3.643096204780621,681.4584652137136,0.5018489572133826,282.91801487172853,-56081.447638220285,absent,0
-6.431662034068335,804.0142805018704,1.7410479225697597,-467.2152771244194,-309.52751307812656,absent,1
-7.904242022985178,1199.2092518151926,-0.03054691062330328,-138.53429401498772,1259.047217232903,present,0
-2.4246581796734024,453.1027945510742,-2.403746394699569,-13.216702786067538,1958.2615536356848,present,0
-8.9456959199209,1459.063480403346,0.4442767932661643,68.5166552478908,1301.144051185434,absent,1
-9.316873253070977,1321.328650503459,1.2285446640140294,183.6383700374527,578.1750956590954,absent,1
-3.5890707298488063,439.3984272415992,0.7763521858516409,-143.18526826289076,-70.55738251041943,present,1
1.3866668899317391,1069.6105592930176,-1.4167387224508836,-10.862160098262631,2683.572158291721,absent,0
-5.969527098899202,1677.602576793789,0.18764838756571645,-297.1604935996556,2061.998129082997,absent,1
-13.739956607763705,311.79777694535295,-1.0626409640553909,-413.74228324166376,-48.10332579298638,present,0
-13.249655931466613,1679.1869881402326,0.4178492514597616,300.79954041293115,1298.6741702359716,present,0
-8.548346340844876,1595.5754801324474,0.29535984570574103,291.77554345046934,1643.5253960300327,present,1
-7.633107931777951,1363.408195853501,0.8171492731249554,-48.76875633654912,1037.4711396078812,present,1
-12.536595422962616,,-0.05971440395719463,152.04589642151973,2194.9127435817577,absent,1
-5.208025459146115,443.32844190062536,2.121903015398569,267.045016130377,-1010.5210701288347,absent,0
-6.490536807665201,2035.20116866676,-0.7677721147851524,73.80425490684888,3163.083766011652,present,0
-6.673248964860603,191.74230542655744,-1.3389074564161358,92.61115251956731,-49233.61514043801,present,0
1.5362350980872241,592.6011346018852,0.940716506767596,-397.4812516260794,518.5264311592255,present,1
-13.740356904074176,,-0.6271040340268302,-355.3469607414325,-200.72993517489857,present,0
-13.182858154008276,191.61171487573588,-1.1991338858971687,218.29155568014843,-110.89888379510158,present,1
-8.752520789831486,1562.2543537943163,0.913172053268795,241.77428962023617,1202.13022137754,absent,1
-11.356307144705406,,0.4074472432131832,-406.3550698792311,1308.3588840655825,present,1
-11.603026775549724,1790.3422093855506,1.064686742136577,29.11991148138045,1231.1042684316815,absent,0
-12.633309666636839,1320.1303495320706,1.2532434162999024,78.22335680206872,275.42751079272966,present,1
-7.920786090309503,737.8904819258362,-1.0567159057189983,-111.85526424502764,1133.266832644576,absent,0
-4.351907058521459,1737.1472359729134,-0.3491118443494634,6.48863855337521,-61055.23045388338,present,1
-5.657963000078395,,-1.102696936804315,402.2153207982213,-59242.2627165121,present,0
-3.299960654873662,1063.325248423036,-0.9369402812014,135.28121581587968,1981.6738062982085,absent,0
-4.83808186988152,1025.3682836905136,1.115414420983427,406.50244824862165,557.8139085417308,absent,1
-10.730666069864132,545.5974280429338,-1.3558472346735178,90.925625985893,761.9990281938755,present,0
-14.220449971536436,,-0.1867120450901925,250.4524253236422,-122.91168433413424,absent,0
-4.793699939640595,,-1.2346816018969031,-127.1633469279222,978.4458119072883,present,0
-4.645782984603669,568.3231297481959,-1.6199715577174287,-48.51915933069675,1481.5487742037647,present,0
-6.220956760281617,-19800.0,1.5321045569386915,158.3972899028741,127.41590441474705,absent,1
-12.553996983712457,2719.470707161206,-0.20421730603094912,-50.711038716700976,3399.243008046609,present,1
3.9536203846197218,1117.0630613091041,-1.2071718161777614,115.5453135083812,2855.3917048987105,absent,0
-1.7636479130749738,681.2230591710054,-1.0884278937966685,-56.450436472366974,1592.4468650662313,present,0
-11.54547317480508,,1.5988815857674528,369.2886862705468,248.3553511301017,present,1
-10.108167997998658,681.509770057452,-0.38942323756598457,-36.07720120883798,454.20441099428285,present,0
-10.982183686728835,1456.1996278879806,0.7494682037855701,-125.13747355099709,937.9616624427237,absent,1
-11.975206116174286,1270.9226912330494,1.076070306149637,124.73198371409269,-64314.345761061835,absent,1
-5.448049435644734,,1.0549648436072612,-75.60733102376804,718.2898355306032,present,1
-9.279478622389037,891.2385453102518,0.6272896915992473,-263.18815313422266,252.37807838170693,present,0
1.6682380497151528,,-1.297471752564764,133.407686342602,1943.13490619282,present,0
-11.177293670599491,1605.4025800278482,1.1845451881001323,280.7603022895626,899.495287431556,present,1
-14.251132715904332,1801.5272567818026,1.1775250137471451,121.06773699118307,953.0085832233227,present,1
-13.808416372831273,,0.19128741563005747,-39.57681853933328,1743.9014600288099,absent,1
-10.896487142570018,942.642024585018,1.7402636647258327,135.5512930758196,-471.88750309721496,absent,1
-8.499482796882942,2023.1430551896449,0.9116751630762764,-96.79288308379715,1963.689311183523,present,1
-10.783213692342484,502.5266994929315,2.0023772328375387,353.2616998323024,-1324.789719174773,present,1
-13.424412448413472,936.9607072674223,0.11631444967719208,-242.7427382360088,274.5247304082424,absent,0
-10.72851230963375,-153.29817308172812,-1.4796062806013577,-139.00460965768934,-47198.9074959017,absent,0
0.6722647863929254,1129.3456584151731,-0.9146615894958464,306.72930535651403,2416.7310376307682,absent,0
-11.66580123597602,1352.502766524623,1.6006298139299902,194.7774197886673,202.5103516483829,absent,1
-7.642662150455087,1133.8614908051502,0.4687645780046632,-23.75487092300052,-53619.91671831127,present,1
-12.192758386980893,2275.8907683363354,0.6690833392545761,-491.7670668710065,2195.7734687030866,absent,1
-20.38122881329886,18.9043481469566,-0.7701991415272124,-214.01716716703461,-1265.7128018355802,present,0
-6.782615684103062,1554.3541620004642,0.156510495269227,94.59494295186964,1812.9651447404456,present,1
-13.983741366336787,782.3083339623836,-0.2850805718172568,-38.9045094881925,218.9981701563085,absent,0
-9.595914794266696,1258.9139959546935,1.090350971023765,16.053321060151546,536.8996201388953,present,1
-8.020938620094437,1781.7822851678186,-0.6015326381895902,144.92984532382695,2525.1893154093946,present,1
-6.201679614163625,1754.0416193790627,-0.9967692062358684,172.92850804328447,2874.556765647236,present,0
-6.551760495996244,1443.9964681326546,-0.33864041661198385,-82.0575808555359,1952.799670189502,absent,1
-6.524765245070492,703.6393746714735,1.4812461532830787,13.645237021280687,-322.71774693356565,present,1
-3.2673689665013708,756.2543784474167,-0.7327140796423344,20.438125700402907,1369.7962233471785,absent,0
-3.525778682096649,389.88411070456124,-1.1938721678772788,97.78909934179873,1036.6495081289115,present,0
-9.68306268857986,1693.0617942773526,-0.8720263113594067,-82.20437857326439,2401.774274447373,absent,1
-8.158067472985445,998.7796818007421,-0.522920770940972,-171.97585692434546,1211.0246072576585,present,1
-8.383465201103586,424.52813028043585,-1.0327404529836042,-815.9169087028871,576.6477513320916,present,0
-8.090169420939658,,-0.4177425409826374,58.55989598624829,1624.5980558970712,absent,1
-2.7670949448324857,,-0.31285516369360944,-22.01787247300068,2360.6045132456643,present,1
-11.400106747088428,,-1.3152589865901188,586.3927813658562,249.79395690321329,absent,0
-10.617685781513265,1295.6215114779448,1.1071708485599565,190.0487846075299,497.54042175497085,absent,1
-11.978346562375991,1696.2204649072974,0.972420349903212,-334.144417026796,1103.16381194795,absent,1
-8.137125000302651,855.0526442939728,1.1842126295968427,-388.0052219521555,-40.97835823505525,present,1
-5.586720656459876,793.5848287397397,0.4571793762000438,173.7912250099086,516.2859997436261,absent,1
-6.016524874172743,,-3.0714603713949282,-36.868591335828334,1188.7961876536474,present,0
-4.920135818264344,1157.6183069737144,0.13635922271062595,-418.1107937003237,-49380.709346154246,present,0
-12.345541175607915,,0.8015611151266642,-589.5465067298287,1328.3589998824275,present,1
-3.731606303198544,622.1284682107263,1.2798218500270804,126.65380159485436,-91.74366168520908,absent,1
-4.275141495644447,1343.5916997504844,0.06446881635443369,-186.80653431848225,1746.527553440369,absent,1
-13.204417313570149,380.22438509397125,-1.1120444295859666,-361.63825581927637,137.3929655157353,present,0
-7.678101240828602,1165.3373413516854,1.5817416448394137,41.17485110717252,257.7053937791417,absent,1
-5.611882305921579,,-1.1970457180078973,127.08310506171848,699.9692222381585,present,0
-8.913720533337644,1309.7279882019802,-0.3146907611630998,131.65818464385842,1519.4968331273715,absent,1
-4.515593361581738,593.9254726556552,1.1278593001449464,-41.509407238100046,-113.46916138396179,present,1
-15.372301161124485,1526.1980526183168,1.022942832313907,471.6759485002255,507.6121995156765,absent,1
-6.663745438488946,,-0.365029541475045,102.83430870122636,907.7719973980354,present,0
-8.428604825361955,225.49489807257527,-2.4691161043349683,-507.0541705989579,1114.7779314854401,absent,0
-9.957710565491617,1951.55561127012,0.3663557018850381,75.36673480677652,2050.078923399869,absent,1
-7.804482345407719,299.6838231381813,-1.7133659899234277,-255.28309409575184,834.4723878319087,present,0
-15.370424359591992,1825.4501562153412,1.763063355008793,183.167693662724,543.8049808932988,absent,1
-8.05736869114069,1594.3743608799414,0.7392654666596697,-350.61410948618783,1417.8278227970636,present,0
-7.788687663789518,1747.1991255828755,-0.14168010750916948,718.565204611286,2214.1044683325194,absent,1
-1.5806829601812975,-339.43607651301943,2.0612428548314075,-148.24446043967845,-1916.1523627396718,present,1
-9.42331729272177,,-0.5337808317900194,397.7187459874749,959.1672850985233,present,0
-3.6222095656881534,616.3862267960918,-1.228399845585982,-251.41979884746132,1412.1316538293224,present,0
-2.7135618329855493,492.9868051288073,1.0647756336880516,196.84775587576598,-82.05059790782765,absent,1
-4.5830361479087,1795.3081073083831,-0.44182910841632506,215.80222714995608,2747.627718356169,present,1
-11.615975684795773,2060.2790304192945,0.4057432541764008,-59.748075664213104,2057.744277858445,present,0
-7.47293655842249,1107.239016291637,0.4702470367569141,601.7345647785668,848.5898680551455,present,1
-3.2825077766451045,883.7073304198883,-0.3790797552154732,224.2882937048949,1360.8080659805726,absent,1
-2.7196612326011382,782.6461976270143,0.9355413773816008,8.962060514803566,459.24318667570594,absent,1
-10.940540553281954,1468.1351758031824,0.7590847753686659,-525.1896096377493,954.9216635094953,absent,1
-6.425692680768584,-231.83140748508282,2.4702881310916083,-58.66071616425708,-2406.720386994283,absent,1
-12.744007935150735,1488.069729522978,0.2385722175191676,47.79996055992186,1143.3818799904095,present,0
-10.560628121182113,904.9050939206637,1.8582986720936887,497.47294499972196,-574.1774924940266,absent,1
-1.843973714871904,,-0.3478032154541484,-158.55118762311062,2265.323565813813,present,1
-1.002373893588867,656.510925520978,0.9606128329533701,482.735783444375,390.1132738946948,absent,1
-6.382868120088585,2112.454682538069,-0.4553331145852069,170.73390117271325,3108.9095334329145,present,0
-6.44123594335146,1772.4138433176413,0.321640469924818,-409.1823824171876,-56028.030748711055,absent,1
-6.824669947394312,1071.6598761912512,1.086821544504295,-689.1169326642379,477.83414683966623,present,1
-8.10517970522601,1334.2871648143187,1.327318988118749,147.45292804936918,644.2349667041594,absent,1
-1.9532762099754897,843.9886927317993,0.22431715501234595,64.72760910135014,1050.0448051245976,present,1
-10.309771610500126,2159.7854958860894,-0.16365211412688374,-310.11730969076837,2671.2567708153197,present,1
-11.373603303284614,1198.4441348492446,1.148151014847114,539.9042152690705,251.9980431835789,absent,1
-8.745202344728883,1699.817652004846,0.6296848791295302,-249.98836153324402,1593.2324247156778,present,0
-1.581212179697954,1007.54649145797,0.640144603250009,-245.127872528044,1095.0450556324322,absent,1
-10.060325556157661,,0.7408446272275901,216.73952953476555,405.5467329199136,present,1
-5.542517151675449,208.1639061854176,2.33444466960075,216.7427245629549,-1543.7708873150793,present,1
-7.910988628824985,1241.7539522427153,0.9921178407114748,-454.60015837514817,713.5936589528172,present,1
-3.9033480352543486,1081.0604417707484,0.002269780317735725,90.9277792411925,1395.0225447950247,absent,1
-8.849756125225255,2031.7660177399039,-0.2719147534862876,-65.7355165670225,2656.850422795972,absent,1
-4.792144838713766,1241.1413898931326,-0.6423994658467729,-45.777784118724526,1961.4622738120047,absent,1
0.6065501466778833,,1.9101544259040617,129.69711780521777,-1375.9267317195636,absent,1
-8.867568539182477,1642.3655584018327,1.0815658382776323,312.87850102034804,1219.6825119311466,present,1
-7.152692573097241,1372.346359629549,0.4842987321450477,-248.12965333987518,1292.771743500078,present,1
-9.507862886508061,1341.2869922467225,0.918503340665872,591.2932414928763,779.5639348590365,present,1
0.3360723955296829,-18700.0,-0.5666411152158329,-282.5010237846732,-59822.182167070976,absent,0
-3.752173411714568,695.4599206226866,1.648824167535318,11.783116004161371,-197.17367745744232,absent,1
-7.515665652879523,1999.1285287785734,0.06172201574878211,261.11370026715093,2519.5754658121537,absent,1
-16.999264367953494,766.2828980896492,0.2522483797049451,-333.01743103702927,-388.8817299718744,present,0
-4.473186734956502,1419.8037118515301,0.2861532432270426,131.4980630784612,1718.72414286582,absent,1
-8.459440580857839,,2.8426697762764035,209.31385909524155,-1577.467367581649,absent,1
-14.519033775700533,1388.7351279865009,1.4984593657511796,676.0159494854304,75.77149764789692,present,1
-8.973502582503292,1328.8336531672228,0.9078956003818328,259.3910751876535,812.0444402053638,absent,1
-3.1542032622821803,477.0848270085649,-0.939737108722758,-102.06595630594086,1056.133983326443,absent,0
-7.819355540109621,1480.4127763501438,0.7710708546271948,-78.63559686581296,1236.59901527601,present,1
-1.6448746846763165,758.2942588792986,0.979594541580192,388.5868033904425,486.4889400495698,absent,1
-15.61276632622176,1749.9575315359907,1.12954648163907,-179.14077592134174,781.6693485777699,present,0
-11.295383228920546,1481.8043043350879,0.9389022303163868,134.79721976320417,838.4333387168502,absent,1
-4.514978781601414,,0.9320932170866282,-141.00063824995115,846.8848157018377,absent,1
-4.681436603657609,554.5447001876882,-0.9187816935475056,-32.94926782522746,1036.0319658552344,absent,0
-3.959631855349487,570.2792779790253,-0.1082545643817392,-240.27873515119668,637.6060810965869,present,1
-11.23422869126697,1732.9805806423597,1.1222181900269876,125.65992415865801,1136.4662819559626,present,1
-1.4002296732327424,463.9851911382518,0.8791342992692541,202.6355415062683,96.01313644645604,present,1
-6.643460495580367,1121.8238602642448,0.8403622327371546,-275.19548398516366,721.6279382212808,absent,1
-11.691510717288905,1455.5070039942889,0.5138042557073197,-386.91957824051974,1016.9541410423012,present,1
-10.065820131982267,583.7267117323905,-0.9249560488170376,-209.1556834865246,-45313.949750208376,absent,0
-17.278322725629373,2244.312795829654,0.9389276194565026,-280.2982484434831,1544.7882669210142,present,1
-4.77751428498582,,0.5758403432921907,304.0180699662916,-51964.12829993014,absent,1
-13.221633761473818,1643.7780170707001,0.6975233430958361,325.0437452858016,-58858.123469116144,absent,1
-10.564709317174984,887.8707755509563,1.1055295642235,-29.324576650567817,-150.5615949762771,absent,0
-15.635476214723694,1648.2501097159397,1.4296804200301905,220.05899800024517,436.7398633106717,present,1
-8.2081772433549,1918.0459268171944,-0.5770437437765632,294.448673476777,2712.801258890659,absent,1
-8.41861847534432,995.8337965026436,1.1063201943300387,-140.24997510056448,207.122909611446,absent,1
-1.792646133962349,1076.8006757839096,-0.19981859788078304,405.93568359914804,1691.3767974756327,present,0
-10.173677962361944,1776.6237342507334,0.5201491057113525,-75.40335375685606,1658.8272593267354,present,1
-10.395983058919057,1576.2436229620444,0.3612012166674093,-332.8901122793607,1413.7178778635212,absent,1
-3.9432016999134074,923.8649254248868,1.0027001433156348,-228.91267129687336,539.8445042396676,present,1
-5.052754138493527,,0.075326320861555,350.84192598374017,1401.6210032994836,present,0
-12.170478334832506,1884.0340904692864,0.1903971849135956,-80.3133165147645,-45772.78673067543,present,1
-7.85708516477723,1489.142448393218,0.33501643354517324,-1.0258071099835318,1508.7482824328208,absent,1
-7.421258944177903,,-0.8142497020614998,-460.26106872511554,3271.957271585749,present,1
-7.242957560617647,960.013342179885,0.8759775464239783,272.8180373614576,389.1801761566714,absent,1
-11.595580766529634,845.9326736117879,-0.942002234457034,-103.79130728134231,920.7711797943203,present,0
-10.887842290433863,-19800.0,0.5487199545881589,-318.2870145078952,-46268.09845227667,present,1
-10.092522692021381,1183.4559301281222,-0.08795596639739778,79.11943333533725,1079.4851440074651,present,0
-6.375166800604344,-108.2200585529413,-1.8022368719698607,-76.52360817195589,357.1177281116159,absent,0
-8.668398062813274,,1.6275644857951348,-588.2814148564901,-26.87118858103077,present,1
-8.123917089951346,1410.6295259508158,0.8490813031497162,-353.56155339085547,1051.6986728807688,absent,1
-3.2999634329688177,1169.1420514792235,-0.23980841450345736,99.74196063254236,-46619.53030663251,absent,1
-15.98993804224474,334.6556921224527,-0.28871441105158946,-197.54965877181863,-669.4647161254587,present,0
-4.792522721071394,1387.3370031211189,0.33518102566502417,-132.94991281087448,1609.7455282683786,absent,1
-6.8242400412598245,967.278027232574,-0.7937535076799948,-325.2795821797448,1437.919290242093,absent,0
-11.47736360030391,2032.5261027722672,0.7900462071786084,-334.28683380138705,1794.8240623514878,present,1
-10.966623532153829,1529.1168497821955,0.4789831861077514,-206.75373110048042,1218.347559720431,absent,1
-6.413011003767601,,0.2951003623378504,61.79424250801458,2076.2468794450947,absent,0
-4.382940144755524,,0.3971140067685093,238.33548852797185,498.2512848039055,present,1
1.6068199867138244,116.97334644736056,-1.9254434980759243,-196.4811359886789,1480.3722513283735,present,0
-4.624883192937375,968.0806366584683,0.08054207324551033,316.36406988245534,1104.7568026382064,present,1
-17.179664357046068,1876.1953412512514,1.2063274915606916,313.9449444056947,802.8744798443602,absent,1
-9.374151946579495,,0.47642958761874293,-388.7507959248024,964.3773809751056,present,1
-12.464516041524876,626.3033104255156,-0.3526628641846643,55.295533360074955,140.44802175900895,present,0
-12.249195337165297,567.7875288837129,2.7702531870769858,459.502957552176,-1806.9341853741118,absent,1
-9.875977788313897,1011.71012934258,1.6795781760927777,-149.39321130030882,-236.7740577062634,present,1
-6.9050148237490205,1002.4798295044363,-0.1738687113442735,48.02398811737997,1115.7713653689461,present,0
-0.5635938900672932,393.76314783876495,0.6095084596631821,426.815920590762,-57648.31613906207,absent,1
-10.969915557301562,1974.142482622163,0.22320889274969136,-175.9898624895844,2084.8062017861143,present,1
-7.684455425586767,-14300.0,0.5221866125618994,-335.52674181217634,1159.3395594813335,present,1
-8.85988535930976,469.0618251285252,-0.5588110778443409,-39.053909599187065,322.83617808215234,present,0
-3.942518966940916,-98.65094336934669,-2.2619466715444565,615.9741334339687,857.8469955346344,present,0
-10.116355597285043,1260.4095528511764,0.4999434066730328,-15.860019894021619,848.3541859231891,present,0
-7.381513055963023,399.24064213056124,-1.0106503623501153,169.98790009394608,609.2788513652259,present,0
-3.1124258362616763,862.5856478482187,-1.1934294466255246,57.690575539634686,1829.8087458169773,present,0
-10.815540183307572,647.1321320078036,-0.9310996602060632,66.5199617029285,662.8163381127408,present,0
-2.422055999558377,1267.6518631634685,-0.7592813828676135,218.6595810998281,2278.433718192187,absent,0
-13.34242978360786,719.4913616954068,-0.4445135774945352,-146.53154521485294,269.18462300887245,absent,0
-3.271738796129068,,-0.7055595085787727,563.3563894241265,2045.8630493850253,present,1
-7.0615389495506085,1013.0209071818516,1.4463695217207555,-322.3734942209153,147.85890257440627,absent,1
-12.991654448153994,753.8655459611365,-0.6357594701959142,-17.622437445148364,469.1903744508419,present,0
-4.559377198722009,1406.7858846416054,0.5382743384404312,436.5461154170383,1539.2789838015347,present,0
-13.723003350824255,237.42441165043599,-1.1825664563142575,-633.8446852168507,-93.97351646663229,absent,0
-8.48758188029438,384.04768144246606,-0.8918476348413383,-412.0195996556981,418.3118355476877,present,0
-13.070386032436245,1757.9718528163821,0.5525311128211182,-150.94528289021298,1359.6929845016161,present,1
-7.952436397702545,1274.5919038225259,0.9566647534402593,54.56901863928296,783.9144122101815,absent,1
-10.795075153253574,,0.4794003565057074,-60.467572985132,490.1440720090288,present,1
-5.053803255429054,1161.0969487699967,0.7392136320459068,28.307071870918087,982.3199822282628,present,1
-8.845171309070222,2354.2255479778587,-0.15372646629904407,247.75437841322812,3103.3201600480543,absent,1
-1.4979615422109338,1109.5119069423151,1.050294199526548,-143.27024211782782,1019.803737821812,absent,1
-15.164767369764016,,-0.8006563260833043,-488.1529031303029,-345.31131532159174,absent,0
-8.431834007672776,,0.8761634765896011,159.7930998192687,1065.942196816213,absent,1
-7.649883515611641,789.9880369310557,1.3756294849550372,574.5676486658882,-218.0123933904721,absent,1
-9.90761388398831,588.7940816231751,-0.3645101524665452,-179.7361437317443,307.93561556358503,present,0
-10.90392871731348,1937.6023284565533,0.3346528464019676,29.325435643680763,1965.1113472949921,absent,1
-11.771484258805499,,0.5519599662876763,126.21015390765548,983.9421856613644,present,1
-11.14547609173043,2390.7860582532458,0.10261583595368763,512.1688412266868,2809.8699379683244,present,1
-11.510750279431331,1790.164393410851,0.5147164028093523,76.36104373425647,1568.4774017143409,absent,1
-12.69893508114666,1189.0420421594042,1.758986677092472,-188.81837765826828,-243.5629719829997,present,1
-14.661590832395778,,-1.7281541560168092,364.20218141070717,-452.2124553255933,present,0
-8.78120604803568,929.1317039632232,1.856585065338451,41.82519695679121,-380.8501182200072,present,1
-4.927037253788322,1439.267489612015,-0.09944399617665556,-145.7053097957841,1941.944974294269,present,1
-8.268672846975827,1302.1241188392353,0.5156596548115409,-872.1636290553585,1065.1541064078729,present,1
